gene_id	transcript_id(s)	chromosome	tx_start	tx_end	strand	length	effective_length	expected_count	TPM	FPKM	posterior_mean_count	posterior_standard_deviation_of_count	pme_TPM	pme_FPKM	TPM_ci_lower_bound	TPM_ci_upper_bound	FPKM_ci_lower_bound	FPKM_ci_upper_bound	promoter_start	promoter_end	H3K4me3	H3K27me3
ENSG00000246448.2	ENST00000499587.2	chr4	143700256	143865072	+	566	399.61	0	0	0	0	0	0.12	0.11	2.03E-06	0.341193	1.89E-06	0.317277	143698256	143701256	False	False
ENSG00000250345.2	ENST00000506341.2	chr4	143760398	143762093	-	1171	1004.57	0	0	0	0	0	0.05	0.04	9.64E-08	0.138781	8.97E-08	0.129005	143761093	143764093	False	False
ENSG00000197465.13	ENST00000358615.8	chr4	143870863	143905559	-	1536.49	1370.07	821	29.67	25.9	821	0	27.9	25.93	25.6104	30.3012	23.8099	28.167	143904559	143907559	False	False
ENSG00000249741.2	ENST00000502554.2	chr4	143911513	143912053	-	540	373.62	39.27	5.2	4.54	39.25	2.62	4.97	4.62	3.35238	6.6415	3.13012	6.18842	143911053	143914053	False	False
ENSG00000248828.1	ENST00000506982.1	chr4	143953634	144126359	+	832	665.57	0	0	0	0	0	0.07	0.06	4.59E-07	0.207931	4.28E-07	0.193577	143951634	143954634	False	False
ENSG00000251600.5	ENST00000505000.1	chr4	143977231	143981916	+	1303	1136.57	1	0.04	0.04	1	0	0.34	0.32	0.0426853	0.765645	0.041765	0.714196	143975231	143978231	False	False
ENSG00000250361.6	ENST00000429670.2	chr4	143996103	144019337	-	361.97	197.68	184.53	46.21	40.35	184.82	0.84	46.59	43.3	36.7503	56.5305	34.1434	52.5282	144018337	144021337	False	False
ENSG00000170180.19	ENST00000324022.14	chr4	144111054	144140693	-	1050.61	884.21	962.47	53.89	47.06	962.17	0.84	53.5	49.72	48.0282	59.1092	44.6701	54.9686	144139693	144142693	False	False
ENSG00000261129.1	ENST00000568324.1	chr4	144505899	144509001	+	3102	2935.57	0	0	0	0	0	0.02	0.01	1.73E-06	0.0473132	1.60E-06	0.0440205	144503899	144506899	False	False
ENSG00000250504.2	ENST00000504966.2	chr4	144572237	144572983	+	746	579.58	0	0	0	0	0	0.08	0.07	5.74E-07	0.23852	5.34E-07	0.221837	144570237	144573237	False	False
ENSG00000248890.1	ENST00000503066.1	chr4	144643223	144645912	-	879	712.58	0	0	0	0	0	0.21	0.19	0.0207436	0.454068	0.0179354	0.420838	144644912	144647912	False	False
ENSG00000164161.9	ENST00000296575.7	chr4	144646155	144745271	+	1998.25	1831.92	0	0	0	0	0	0.78	0.72	0.195939	1.48353	0.181022	1.37821	144644155	144647155	False	False
ENSG00000273621.1	ENST00000612113.1	chr4	144739761	144739941	-	180	28.63	0	0	0	0	0	1.61	1.5	2.46E-06	4.8095	2.38E-05	4.4736	144738941	144741941	False	False
ENSG00000249193.1	ENST00000511127.1	chr4	144845624	144847344	+	1720	1553.57	1.01	0.03	0.03	1.02	0.13	0.06	0.06	0.0018061	0.144174	0.00159283	0.134	144843624	144846624	False	False
ENSG00000250406.1	ENST00000512833.1	chr4	144851571	144874787	+	2807	2640.57	0	0	0	0	0	0.02	0.02	3.30E-08	0.0526963	3.07E-08	0.0489867	144849571	144852571	False	False
ENSG00000251452.2	ENST00000509609.2	chr4	144920712	144921164	-	452	285.67	0	0	0	0	0	0.16	0.15	2.37E-06	0.485168	2.20E-06	0.450957	144920164	144923164	False	False
ENSG00000164162.12	ENST00000309439.9	chr4	144995157	145098213	-	888.46	722.04	644.99	44.23	38.62	644.99	0.12	43.21	40.16	39.584	46.8027	36.8089	43.5198	145097213	145100213	False	False
ENSG00000222594.1	ENST00000410662.1	chr4	145035131	145035436	+	305	139.61	0	0	0	0	0	0.33	0.31	1.98E-06	0.98452	1.85E-06	0.91622	145033131	145036131	False	False
ENSG00000164163.10	ENST00000296577.8	chr4	145098310	145129524	+	1900.44	1734.01	10001.06	285.55	249.33	10000.79	1.17	267.13	248.3	253.512	280.569	235.578	260.705	145096310	145099310	False	False
ENSG00000164164.15	ENST00000447906.6	chr4	145133649	145180589	-	5791.71	5625.29	1966.35	17.31	15.11	1966.23	0.88	17.87	16.61	16.2668	19.6004	15.1341	18.2296	145179589	145182589	False	False
ENSG00000238713.1	ENST00000459374.1	chr4	145149536	145149649	-	113	1.27	0	0	0	0	0	36.22	33.67	0.00021221	107.321	0.000197284	99.8119	145148649	145151649	False	False
ENSG00000240992.1	ENST00000487908.1	chr4	145269809	145270558	-	423	256.7	0	0	0	0	0	0.18	0.17	3.27E-06	0.536898	3.04E-06	0.499182	145269558	145272558	False	False
ENSG00000272727.1	ENST00000610239.1	chr4	145335262	145340481	-	1151	984.57	0	0	0	0	0	0.05	0.04	9.61E-07	0.139939	8.92E-07	0.130171	145339481	145342481	False	False
ENSG00000251333.3	ENST00000536295.1	chr4	145375542	145376253	+	711	544.59	1.04	0.09	0.08	1.07	0.26	0.18	0.16	0.00352282	0.417125	0.00319906	0.387781	145373542	145376542	False	False
ENSG00000278943.1	ENST00000624774.1	chr4	145376908	145377957	+	1049	882.57	2.23	0.13	0.11	2.38	0.63	0.18	0.16	0.0180514	0.375273	0.0169202	0.349053	145374908	145377908	False	False
ENSG00000248745.2	ENST00000505598.2	chr4	145456004	145456844	+	840	673.57	0	0	0	0	0	0.07	0.06	1.35E-08	0.204556	1.26E-08	0.190271	145454004	145457004	False	False
ENSG00000170365.9	ENST00000302085.8	chr4	145481852	145559176	+	1632.48	1466.06	4	0.14	0.12	4	0	2.04	1.89	0.96541	3.30124	0.900547	3.07245	145479852	145482852	False	False
ENSG00000250582.1	ENST00000508936.1	chr4	145497072	145502971	-	1090	923.57	0	0	0	0	0	0.05	0.05	1.09E-07	0.149165	1.01E-07	0.138677	145501971	145504971	False	False
ENSG00000250902.1	ENST00000513542.1	chr4	145514614	145517118	-	481	314.65	0	0	0	0	0	0.15	0.14	9.36E-07	0.439429	8.71E-07	0.408513	145516118	145519118	False	False
ENSG00000248686.1	ENST00000504710.1	chr4	145599108	145600853	+	403	236.74	0	0	0	0	0	0.19	0.18	1.14E-05	0.585611	1.06E-05	0.544513	145597108	145600108	False	False
ENSG00000249245.2	ENST00000513203.2	chr4	145624158	145626035	-	1877	1710.57	0	0	0	0	0.06	0.03	0.03	3.32E-07	0.0814794	3.09E-07	0.0757536	145625035	145628035	False	False
ENSG00000248356.1	ENST00000504555.1	chr4	145642335	145650624	-	745	578.58	0	0	0	0	0	0.08	0.07	4.12E-07	0.24075	3.83E-07	0.223832	145649624	145652624	False	False
ENSG00000237136.6	ENST00000438731.5	chr4	145680114	145732794	+	522.75	358.49	0	0	0	0	0	1.35	1.25	0.107107	3.21732	0.0981663	2.99075	145678114	145681114	False	False
ENSG00000151612.15	ENST00000379448.8	chr4	145760737	145938430	-	1875.2	1708.82	0	0	0	0	0	0.97	0.9	0.332104	1.70794	0.303865	1.583	145937430	145940430	False	False
ENSG00000279481.1	ENST00000623323.1	chr4	145830455	145832980	-	2525	2358.57	0	0	0	0	0	0.02	0.02	2.21E-07	0.0586735	2.05E-07	0.0545805	145831980	145834980	False	False
ENSG00000251687.1	ENST00000514334.1	chr4	145833117	145839580	+	794	627.58	0	0	0	0	0	0.07	0.07	1.14E-06	0.220434	1.06E-06	0.204871	145831117	145834117	False	False
ENSG00000201314.1	ENST00000364444.1	chr4	145958127	145958240	-	113	1.27	0	0	0	0	0	36.22	33.67	0.00050624	108.087	0.000469648	100.462	145957240	145960240	False	False
ENSG00000260303.1	ENST00000570186.1	chr4	146052603	146056762	-	4159	3992.57	0	0	0	0	0	0.01	0.01	3.74E-07	0.0347145	3.47E-07	0.032284	146055762	146058762	False	False
ENSG00000251024.1	ENST00000503593.1	chr4	146077845	146108157	-	522	355.63	0	0	0	0	0	0.13	0.12	6.24E-07	0.389167	5.80E-07	0.361686	146107157	146110157	False	False
ENSG00000248809.5	ENST00000505848.1	chr4	146111158	146111705	-	834.4	668.05	0	0	0	0	0	0.61	0.56	0.112997	1.22722	0.101207	1.13661	146110705	146113705	False	False
ENSG00000164167.9	ENST00000296581.9	chr4	146175717	146191535	+	590.4	424.01	359	41.92	36.6	359	0	39.78	36.98	35.5351	44.1407	33.1372	41.1362	146173717	146176717	False	False
ENSG00000279845.1	ENST00000625025.1	chr4	146180850	146181316	+	466	299.66	1	0.17	0.14	1	0	0.31	0.29	0.00697387	0.730992	0.00699899	0.680553	146178850	146181850	False	False
ENSG00000250673.1	ENST00000504313.1	chr4	146224556	146229056	+	397	230.76	0	0	0	0	0	0.2	0.19	1.27E-05	0.596605	1.08E-06	0.554607	146222556	146225556	False	False
ENSG00000280250.1	ENST00000623665.1	chr4	146231891	146232267	+	376	209.83	0	0	0	0	0	0.22	0.2	1.17E-05	0.653578	1.49E-05	0.607648	146229891	146232891	False	False
ENSG00000251010.1	ENST00000510996.1	chr4	146241805	146243669	+	732	565.58	0	0	0	0	0	0.08	0.08	1.06E-07	0.246145	9.87E-08	0.228848	146239805	146242805	False	False
ENSG00000120519.14	ENST00000335472.11	chr4	146254931	146521933	-	1804.47	1638.09	420	12.69	11.08	420	0	12.25	11.39	9.3931	15.0451	8.72222	13.9776	146520933	146523933	False	False
ENSG00000278438.1	ENST00000619235.1	chr4	146408582	146408688	+	106	0	0	0	0	0	0	0	0	0	0	0	0	146406582	146409582	False	False
ENSG00000207182.1	ENST00000384453.1	chr4	146580047	146580210	+	163	17.98	0	0	0	0	0	2.57	2.38	4.52E-06	7.66628	4.20E-06	7.12643	146578047	146581047	False	False
ENSG00000151615.3	ENST00000281321.3	chr4	146638892	146642474	+	3144	2977.57	0	0	0	0	0	0.02	0.01	4.97E-08	0.046265	4.62E-08	0.0430189	146636892	146639892	False	False
ENSG00000137473.17	ENST00000325106.8	chr4	146707027	146945882	-	1274.44	1108.04	0	0	0	0	0	0.67	0.62	0.218587	1.22789	0.202874	1.14182	146944882	146947882	False	False
ENSG00000248764.1	ENST00000515530.1	chr4	146934000	146945471	+	524	357.63	0	0	0	0	0	0.13	0.12	1.02E-06	0.391933	9.49E-07	0.364442	146932000	146935000	False	False
ENSG00000248346.1	ENST00000512752.1	chr4	146973857	146975457	+	480.5	314.15	0	0	0	0	0	0.3	0.28	0.00498428	0.714325	0.00424239	0.663931	146971857	146974857	False	False
ENSG00000260090.1	ENST00000565538.1	chr4	147005491	147009145	+	3654	3487.57	0	0	0	0	0	0.01	0.01	2.42E-07	0.0395157	2.25E-07	0.0367397	147003491	147006491	False	False
ENSG00000279376.1	ENST00000623012.1	chr4	147025913	147030072	+	4159	3992.57	0	0	0	0	0	0.01	0.01	2.72E-07	0.03479	2.53E-07	0.0323636	147023913	147026913	False	False
ENSG00000221369.1	ENST00000408442.1	chr4	147344628	147344717	-	89	0	0	0	0	0	0	0	0	0	0	0	0	147343717	147346717	False	False
ENSG00000241281.1	ENST00000473673.1	chr4	147425973	147426351	-	378	211.83	0	0	0	0	0	0.22	0.2	5.93E-06	0.655459	5.52E-06	0.609398	147425351	147428351	False	True
ENSG00000249004.1	ENST00000514351.1	chr4	147458723	147459321	-	598	431.61	0	0	0	0	0	0.11	0.1	1.04E-06	0.320567	9.67E-07	0.298084	147458321	147461321	False	True
ENSG00000151617.15	ENST00000324300.9	chr4	147480916	147544954	+	2046.71	1880.3	0	0	0	0	0	0.36	0.33	0.0706364	0.75945	0.0666275	0.707006	147478916	147481916	False	True
ENSG00000280219.1	ENST00000623125.1	chr4	147487970	147496062	+	8092	7925.57	0	0	0	0	0	0.01	0.01	1.26E-07	0.0173463	1.17E-07	0.0161263	147485970	147488970	False	True
ENSG00000251254.1	ENST00000511083.1	chr4	147506090	147506765	+	675	508.59	0	0	0	0	0	0.09	0.08	6.07E-06	0.268989	5.63E-06	0.250106	147504090	147507090	False	True
ENSG00000251688.1	ENST00000509370.1	chr4	147567605	147594587	+	1028	861.57	0	0	0	0	0	0.05	0.05	1.34E-06	0.159967	1.25E-06	0.148753	147565605	147568605	False	True
ENSG00000251298.1	ENST00000508072.1	chr4	147609551	147617245	-	568	401.61	0	0	0	0	0	0.11	0.11	1.41E-06	0.342086	1.31E-06	0.318053	147616245	147619245	False	True
ENSG00000164168.7	ENST00000296582.7	chr4	147617396	147636721	+	2534.19	2367.76	897	18.76	16.38	897	0	17.8	16.55	15.5599	20.1296	14.421	18.6739	147615396	147618396	False	True
ENSG00000164169.12	ENST00000322396.6	chr4	147637784	147684163	-	3125.15	2958.72	610	10.21	8.91	610	0	9.76	9.08	8.71867	10.8215	8.12288	10.0768	147683163	147686163	False	True
ENSG00000071205.11	ENST00000336498.7	chr4	147732087	148072776	+	645	478.6	1	0.1	0.09	1	0	0.36	0.34	0.0893381	0.694694	0.0823956	0.645487	147730087	147733087	False	True
ENSG00000252951.1	ENST00000517142.1	chr4	147745302	147745417	-	115	1.5	0	0	0	0	0	30.7	28.54	5.35E-06	91.2945	4.98E-06	84.9493	147744417	147747417	False	True
ENSG00000264274.1	ENST00000578951.1	chr4	147782594	147782668	+	74	0	0	0	0	0	0	0	0	0	0	0	0	147780594	147783594	False	False
ENSG00000240014.3	ENST00000460609.3	chr4	147808925	147809209	+	284	119.18	0	0	0	0	0	0.39	0.36	2.96E-06	1.16099	2.74E-06	1.07941	147806925	147809925	False	False
ENSG00000270387.1	ENST00000604653.1	chr4	147916528	147917386	-	858	691.57	0	0	0	0	0	0.07	0.06	5.55E-06	0.201114	4.09E-08	0.186976	147916386	147919386	False	False
ENSG00000151623.14	ENST00000342437.8	chr4	148080866	148442371	-	1875.62	1709.24	5	0.14	0.13	5	0	0.57	0.53	0.153037	1.08629	0.137254	1.0047	148441371	148444371	False	False
ENSG00000250354.1	ENST00000514843.1	chr4	148146470	148208880	+	680	513.59	0	0	0	0	0	0.09	0.08	5.06E-06	0.268495	4.70E-06	0.249546	148144470	148147470	False	False
ENSG00000251418.2	ENST00000504437.2	chr4	148526492	148527139	-	647	480.6	0	0	0	0	0	0.1	0.09	3.83E-07	0.287377	3.56E-07	0.267129	148526139	148529139	False	False
ENSG00000201846.1	ENST00000364976.1	chr4	148557946	148558048	+	102	0	0	0	0	0	0	0	0	0	0	0	0	148555946	148558946	False	False
ENSG00000250357.1	ENST00000504874.1	chr4	148693031	148694323	+	518	351.63	0	0	0	0	0	0.13	0.12	3.22E-06	0.393162	2.99E-06	0.365405	148691031	148694031	False	False
ENSG00000225176.2	ENST00000434169.2	chr4	148703525	148703832	-	307	141.57	0	0	0	0	0	0.33	0.3	3.65E-06	0.959337	3.39E-06	0.891523	148702832	148705832	False	False
ENSG00000279016.1	ENST00000623546.1	chr4	148819350	148819956	-	606	439.6	0	0	0	0	0	0.1	0.1	1.13E-07	0.313583	1.05E-07	0.291626	148818956	148821956	False	False
ENSG00000249317.1	ENST00000504394.1	chr4	148940940	148942378	-	369.5	203.37	0	0	0	0	0	0.45	0.42	0.010593	1.08054	0.00918969	1.00407	148941378	148944378	False	False
ENSG00000239168.1	ENST00000458836.1	chr4	148991571	148991633	-	62	0	0	0	0	0	0	0	0	0	0	0	0	148990633	148993633	False	False
ENSG00000249752.1	ENST00000507849.1	chr4	149027444	149062522	-	481	314.65	0	0	0	0	0	0.15	0.14	1.14E-05	0.438532	1.06E-05	0.407788	149061522	149064522	False	False
ENSG00000250252.1	ENST00000504755.1	chr4	149147798	149154175	-	476	309.65	0	0	0	0	0	0.15	0.14	9.36E-07	0.442158	8.72E-07	0.411171	149153175	149156175	False	False
ENSG00000248210.1	ENST00000503100.1	chr4	149154294	149278123	+	2520	2353.57	0	0	0	0	0	0.02	0.02	4.60E-07	0.0580108	4.27E-07	0.0539532	149152294	149155294	False	False
ENSG00000250905.1	ENST00000505781.1	chr4	149666056	149711149	+	510	343.63	0	0	0	0	0	0.13	0.12	3.45E-06	0.403605	3.21E-06	0.375574	149664056	149667056	False	False
ENSG00000234828.7	ENST00000502345.5	chr4	149733340	149815814	-	857.6	691.24	0	0	0	0	0	0.57	0.53	0.111246	1.15252	0.10352	1.07168	149814814	149817814	False	False
ENSG00000251482.1	ENST00000505898.1	chr4	149789951	149790303	+	352	185.98	0	0	0	0	0	0.25	0.23	3.76E-06	0.743056	3.50E-06	0.690787	149787951	149790951	False	False
ENSG00000202331.1	ENST00000365461.1	chr4	149907559	149907675	+	116	1.63	0	0	0	0	0	28.33	26.33	0.00176959	84.6278	0.00164574	78.6747	149905559	149908559	False	False
ENSG00000207121.1	ENST00000384393.1	chr4	149934375	149934483	+	108	0	0	0	0	0	0	0	0	0	0	0	0	149932375	149935375	False	False
ENSG00000250704.1	ENST00000505586.1	chr4	149956207	149958572	+	358	191.93	0	0	0	0	0	0.24	0.22	1.18E-06	0.717698	1.09E-06	0.66738	149954207	149957207	False	False
ENSG00000170390.15	ENST00000296550.11	chr4	150078444	150257438	+	3543	3376.57	3	0.04	0.04	3	0	0.52	0.48	0.100762	1.07798	0.0924697	1.00085	150076444	150079444	False	False
ENSG00000238721.1	ENST00000459053.1	chr4	150209705	150209768	+	63	0	0	0	0	0	0	0	0	0	0	0	0	150207705	150210705	False	False
ENSG00000198589.10	ENST00000357115.7	chr4	150264434	151015727	-	8378.99	8212.59	15599	94.04	82.11	15599	0	89.52	83.21	85.8638	93.284	79.897	86.7863	151014727	151017727	False	False
ENSG00000248521.1	ENST00000514501.1	chr4	150422644	150423642	-	998	831.57	1	0.06	0.05	1	0	0.11	0.1	0.00305061	0.263634	0.00276083	0.245082	150422642	150425642	False	False
ENSG00000249690.1	ENST00000507934.1	chr4	150579088	150581545	+	2209	2042.57	0	0	0	0	0	0.02	0.02	1.18E-07	0.0669298	1.10E-07	0.0622598	150577088	150580088	False	False
ENSG00000181541.5	ENST00000317605.5	chr4	150582150	150584693	+	2772	2605.57	0	0	0	0	0	0.02	0.02	3.07E-07	0.052921	2.86E-07	0.0492051	150580150	150583150	False	False
ENSG00000183432.6	ENST00000342688.4	chr4	150720980	150721478	+	498	331.64	0	0	0	0	0	0.14	0.13	1.79E-06	0.415644	1.67E-06	0.386769	150718980	150721980	False	False
ENSG00000252451.1	ENST00000516642.1	chr4	150970670	150970782	-	112	1.17	0	0	0	0	0	39.44	36.66	0.000298682	117.698	0.00027788	109.44	150969782	150972782	False	False
ENSG00000235606.3	ENST00000505168.1	chr4	151027089	151027617	+	528	361.63	0	0	0	0.06	0.23	0.13	0.13	1.30E-06	0.403505	1.21E-06	0.375138	151025089	151028089	False	False
ENSG00000145425.9	ENST00000274065.8	chr4	151099627	151104642	+	882.72	716.3	65081.72	4498.32	3927.73	65079.44	34.87	4193.83	3898.17	4154.22	4234.94	3863.32	3936.04	151097627	151100627	False	False
ENSG00000201264.1	ENST00000364394.1	chr4	151102056	151102128	+	72	0	0	0	0	0	0	0	0	0	0	0	0	151100056	151103056	False	False
ENSG00000208797.1	ENST00000386062.1	chr4	151103826	151103891	+	65	0	0	0	0	0	0	0	0	0	0	0	0	151101826	151104826	False	False
ENSG00000109686.17	ENST00000304527.8	chr4	151120280	151226508	-	503	336.64	1	0.15	0.13	1	0	0.83	0.77	0.321956	1.41744	0.29926	1.31814	151225508	151228508	False	False
ENSG00000270681.1	ENST00000603472.1	chr4	151139990	151141103	+	1113	946.57	6	0.31	0.27	6	0	0.34	0.32	0.116501	0.592255	0.108669	0.551097	151137990	151140990	False	False
ENSG00000249012.2	ENST00000504587.1	chr4	151259502	151262849	+	486	319.64	0	0	0	0	0	0.14	0.13	9.68E-07	0.434452	9.00E-07	0.403684	151257502	151260502	False	False
ENSG00000189099.11	ENST00000441586.2	chr4	151277170	151291453	+	774.5	608.09	0	0	0	0	0	0.17	0.16	0.00504552	0.431248	0.00441901	0.400724	151275170	151278170	False	False
ENSG00000250350.1	ENST00000507181.1	chr4	151279029	151279192	-	163	17.98	0	0	0	0	0	2.57	2.38	3.71E-05	7.63641	3.44E-05	7.09914	151278192	151281192	False	False
ENSG00000252544.1	ENST00000516735.1	chr4	151300517	151300613	+	96	0	0	0	0	0	0	0	0	0	0	0	0	151298517	151301517	False	False
ENSG00000270265.1	ENST00000603264.1	chr4	151333774	151353224	-	540	373.62	0	0	0	0	0	0.12	0.11	9.27E-07	0.36883	8.62E-07	0.342864	151352224	151355224	False	False
ENSG00000251611.1	ENST00000508847.1	chr4	151407550	151408835	-	358	191.93	0	0	0	0	0	0.24	0.22	3.49E-07	0.721112	3.25E-07	0.67057	151407835	151410835	False	False
ENSG00000164142.15	ENST00000435205.5	chr4	151409175	151670503	+	4156	3989.57	2	0.02	0.02	2	0	1.03	0.96	0.282977	1.91611	0.26447	1.78292	151407175	151410175	False	False
ENSG00000253019.1	ENST00000517210.1	chr4	151576765	151576916	+	151	11.83	0	0	0	0	0	3.9	3.63	4.81E-05	11.6589	4.47E-05	10.8356	151574765	151577765	False	False
ENSG00000251603.1	ENST00000508664.1	chr4	151667223	151670502	+	304	138.63	0	0	0	0	0	0.33	0.31	4.04E-06	1.00171	3.75E-06	0.931613	151665223	151668223	False	False
ENSG00000059691.11	ENST00000263985.10	chr4	151670503	151761007	-	1885.62	1719.2	753	21.68	18.93	753	0	22.13	20.57	19.4938	24.9523	18.1358	23.2068	151760007	151763007	False	False
ENSG00000251455.1	ENST00000514269.1	chr4	151674482	151677893	+	2565	2398.57	0	0	0	0	0	0.02	0.02	3.37E-07	0.0577881	2.31E-07	0.0537283	151672482	151675482	False	False
ENSG00000249184.1	ENST00000513617.1	chr4	151799499	151801348	+	764	597.58	0	0	0	0	0	0.08	0.07	2.24E-07	0.229931	2.08E-07	0.213724	151797499	151800499	False	False
ENSG00000249708.1	ENST00000515805.1	chr4	151887542	151891263	-	406	239.73	0	0	0	0	0	0.19	0.18	7.04E-06	0.57814	1.71E-05	0.53735	151890263	151893263	False	False
ENSG00000249818.1	ENST00000510416.1	chr4	151904931	151928710	-	579	412.61	0	0	0	0	0	0.11	0.1	3.44E-06	0.338249	3.20E-06	0.314486	151927710	151930710	False	False
ENSG00000248991.1	ENST00000507949.1	chr4	151919467	151943933	+	488	321.64	0	0	0	0	0	0.14	0.13	5.34E-06	0.427346	4.97E-06	0.397255	151917467	151920467	False	False
ENSG00000251249.1	ENST00000504207.1	chr4	151956189	151957498	+	1303.67	1137.29	0	0	0	0	0	0.27	0.25	0.0134665	0.669477	0.0115705	0.621506	151954189	151957189	False	False
ENSG00000253077.1	ENST00000517268.1	chr4	151971496	151971613	-	117	1.76	0	0	0	0	0	26.18	24.33	9.14E-05	78.8377	8.50E-05	73.3153	151970613	151973613	False	False
ENSG00000245954.6	ENST00000499452.2	chr4	152100817	152104720	+	956.33	789.93	0	0	0	0	0	0.24	0.23	0.0139172	0.553474	0.0138275	0.515817	152098817	152101817	False	False
ENSG00000250706.1	ENST00000504799.1	chr4	152146384	152178573	-	552	385.62	0	0	0	0	0	0.12	0.11	1.02E-06	0.362159	9.54E-07	0.336768	152177573	152180573	False	False
ENSG00000251377.1	ENST00000504785.1	chr4	152222467	152225399	-	471.5	305.16	0	0	0	0	0	0.3	0.28	0.0100802	0.727974	0.00928869	0.676811	152224399	152227399	False	False
ENSG00000244544.2	ENST00000476053.2	chr4	152264149	152264445	-	296	130.83	0	0	0	0	0	0.35	0.33	4.92E-06	1.05934	4.57E-06	0.985267	152263445	152266445	False	False
ENSG00000270302.1	ENST00000603643.1	chr4	152308282	152309983	-	410	243.73	0	0	0	0	0	0.19	0.18	1.00E-06	0.561719	9.34E-07	0.522518	152308983	152311983	False	False
ENSG00000270883.1	ENST00000605407.1	chr4	152317901	152318364	-	463	296.66	0	0	0	0	0	0.16	0.14	3.92E-06	0.463724	3.64E-06	0.4312	152317364	152320364	False	False
ENSG00000270751.1	ENST00000605147.1	chr4	152337654	152338098	+	372	205.85	0	0	0	0	0	0.22	0.21	9.67E-07	0.669119	8.99E-07	0.622373	152335654	152338654	False	False
ENSG00000264678.1	ENST00000583685.1	chr4	152489326	152489416	-	90	0	0	0	0	0	0	0	0	0	0	0	0	152488416	152491416	False	False
ENSG00000268471.4	ENST00000604157.1	chr4	152536263	152539263	+	3000	2833.57	72	1.26	1.1	72	0	1.19	1.1	0.922156	1.46093	0.8607	1.36132	152534263	152537263	False	False
ENSG00000277685.1	ENST00000584019.1	chr4	152536427	152536516	+	89	0	0	0	0	0	0	0	0	0	0	0	0	152534427	152537427	False	False
ENSG00000243417.1	ENST00000493479.1	chr4	152551276	152552364	-	777	610.58	0	0	0	0	0	0.08	0.07	1.00E-06	0.227806	9.32E-07	0.211877	152551364	152554364	False	False
ENSG00000240669.1	ENST00000496058.1	chr4	152613874	152614333	-	459	292.66	0	0	0	0	0	0.16	0.15	4.23E-06	0.469683	3.94E-06	0.436389	152613333	152616333	False	False
ENSG00000170006.11	ENST00000304385.7	chr4	152618627	152679997	-	3312.78	3146.4	530	8.34	7.28	530	0	8.43	7.83	6.29196	10.6324	5.85861	9.89365	152678997	152681997	False	False
ENSG00000248571.1	ENST00000515789.1	chr4	152666367	152670107	+	2371	2204.57	2	0.04	0.04	2	0	0.06	0.06	0.00630834	0.132504	0.00581177	0.12312	152664367	152667367	False	False
